,Unnamed: 0,id,city,code,name,urlKey,budget,tag,tags,rating,reviewNumber,discounts,is_premium,is_promoted,chain.id,chain.name,chain.url_key,chain.is_accepting_global_vouchers,chain.code,chain.main_vendor_code,characteristics.cuisines,characteristics.food_characteristics,characteristics.primary_cuisine.id,characteristics.primary_cuisine.name,characteristics.primary_cuisine.url_key,characteristics.primary_cuisine.main,lat,long,street_address,Unnamed: 0.1,@id,address.streetAddress,address.addressLocality,geo.latitude,geo.longitude,potentialAction.priceSpecification.price
130,130,64749.0,islamabad,nluo,Sanober's kitchen,sanobers-kitchen,3.0,Flat 20% OFF,"[{'code': 'DEAL', 'text': 'Flat 20% OFF'}, {'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",3.9,70.0,[],False,False,,,,,,,['pakistani'],"[{'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,130,https://www.foodpanda.pk/restaurant/nluo/sanobers-kitchen,"Street 9, house 493 street 9 sector F10/2 NEAR The Mount Sinai School",Islamabad,33.6936628,72.99622109999999,246.67
131,131,39771.0,islamabad,w6wn,Food Mechanic,food-mechanic-w6wn,3.0,,[],4.0,21.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'asian', 'burgers']","[{'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",75.0,Asian,asian,True,,,,131,https://www.foodpanda.pk/restaurant/w6wn/food-mechanic-w6wn,"food mechanic,Sajid Sharif plaza near  bank of Punjab G-11 markaz islamabad",Islamabad,33.6685756,72.99654740000001,588.44
132,132,22214.0,islamabad,n1xt,Boom Boom Islamabad Hot & Spicy G11,boom-boom-islamabad-hot,1.0,,[],4.1,1566.0,[],False,False,,Boom Boom Islamabad Hot & Spicy,boom-boom-islamabad-hot-and-spicy,,cp0kp,d7la,"['fast-food', 'pakistani', 'burgers']","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}, {'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 106, 'name': 'Ice Cream Shakes', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 119, 'name': 'Roll Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 120, 'name': 'Halal', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,132,https://www.foodpanda.pk/restaurant/n1xt/boom-boom-islamabad-hot,"Boom boom islamabad hot & spicy, panorama plaza near Meezan bank G11 markaz islamabad",Islamabad,33.66901,72.99793000000001,367.8
133,133,26927.0,islamabad,n2ub,Qasim Burger Point,qasim-burger-point,2.0,,[],4.4,21.0,[],False,False,,,,,,,"['asian', 'burgers']","[{'id': 145, 'name': 'Shakes', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",75.0,Asian,asian,True,,,,133,https://www.foodpanda.pk/restaurant/n2ub/qasim-burger-point,Shahnawaz plaza near ameen pharmacy g11 markaz,Islamabad,33.66856105,72.99709159999999,153.85
134,134,8909.0,islamabad,t7sj,Grill House,grill-house,3.0,Food Fest Deals,"[{'code': 'DEAL', 'text': 'Food Fest Deals'}, {'code': 'FREETEXT', 'text': 'Fast Delivery'}]",4.1,2240.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'pakistani', 'burgers']","[{'id': 221, 'name': 'Bumper deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 65, 'name': 'Fast Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,134,https://www.foodpanda.pk/restaurant/t7sj/grill-house,Al Ghaffar Mall lower ground floor shop no 49 G 11 Markaz,Islamabad,33.668562,72.99838100000001,609.2
135,135,67247.0,islamabad,vjkt,Asian hut (URAN),asian-hut-uran,2.0,FLAT 25% OFF,"[{'code': 'DEAL', 'text': 'FLAT 25% OFF'}]",5.0,2.0,[],False,False,,,,,,,['pakistani'],"[{'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,135,https://www.foodpanda.pk/restaurant/vjkt/asian-hut-uran,"flat no.8, 4th floor, Street no.26B, Hamid Apartment, E11/4, Islamabad",Islamabad,33.6971875,72.97972840000001,155.66
136,136,20607.0,islamabad,u8wa,Street Burger F11,street-burger-f11,3.0,Top Rated,"[{'code': 'FREETEXT', 'text': 'Top Rated'}]",4.4,505.0,[],False,False,,street burger,street-burger,,cn5rf,s8bp,"['non-alcoholic-drinks', 'fast-food', 'burgers', 'pizza']","[{'id': 89, 'name': 'Snacks-Street Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 124, 'name': 'Thin Crust Pizza', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 65, 'name': 'Fast Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",86.0,Fast Food,fast-food,True,,,,136,https://www.foodpanda.pk/restaurant/u8wa/street-burger-f11,"Shop 11, 1st Floor, Liberty Square F11 Markaz",Islamabad,33.6842,72.98621,1052.65
137,137,50810.0,islamabad,b6rb,Lahori Chaska Refreshment & Plao Kabab,lahori-chaska-refreshment-and-plao-kabab,3.0,,[],3.8,72.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'pakistani', 'burgers']","[{'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 119, 'name': 'Roll Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 153, 'name': 'Milk', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,137,https://www.foodpanda.pk/restaurant/b6rb/lahori-chaska-refreshment-and-plao-kabab,"Shop 1-2, Plaza no. 15, Ground Floor, near Lahori Chaska Restaurant, E-11/3 Markaz",Islamabad,33.704094,72.9793415,947.5
138,138,66793.0,islamabad,pikf,Quetta Chef,quetta-chef,3.0,Flat 20% OFF,"[{'code': 'DEAL', 'text': 'Flat 20% OFF'}, {'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",3.9,35.0,[],False,False,,,,,,,['pakistani'],"[{'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,138,https://www.foodpanda.pk/restaurant/pikf/quetta-chef,"Basement, Fatima arcade, Street 45,Street 45, Services Society SCHS E 11/2, Islamabad",Islamabad,33.7004581,72.9734308,469.12
139,139,30947.0,islamabad,v8zz,K's Cremerie,k-s-cremerie,3.0,Top Rated,"[{'code': 'FREETEXT', 'text': 'Top Rated'}]",4.4,123.0,[],False,False,,,,,,,['pakistani'],"[{'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 74, 'name': 'Ice Cream', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,139,https://www.foodpanda.pk/restaurant/v8zz/k-s-cremerie,"Shop no. 7, Plot 27, near Nocciola, Liberty Square, F-11 Markaz Islamabad",Islamabad,33.684155,72.986322,571.22
140,140,3306.0,islamabad,s8op,Domino's Pizza - G11,domino-s-pizza-g11,2.0,Food Fest Deals,"[{'code': 'DEAL', 'text': 'Food Fest Deals'}, {'code': 'FREETEXT', 'text': 'Restaurant Delivery '}]",4.4,7332.0,[],False,False,,Domino's,domino-s,,cs1zc,k5rh,"['non-alcoholic-drinks', 'pizza', 'italian']","[{'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}]",69.0,Italian,italian,True,,,,140,https://www.foodpanda.pk/restaurant/s8op/domino-s-pizza-g11,(Trusted Partner),Islamabad,33.66999435,72.99931335,1389.64
141,141,7554.0,islamabad,t4wq,Tayto - F11,tayto-f11,2.0,Top Rated,"[{'code': 'FREETEXT', 'text': 'Top Rated'}]",4.3,2214.0,[],False,False,,Tayto,tayto,,cn4ar,nl7d,"['seafood', 'burgers', 'italian']","[{'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",69.0,Italian,italian,True,,,,141,https://www.foodpanda.pk/restaurant/t4wq/tayto-f11,"Adjacent to Chaaye Khana,F-11 Markaz Islamabad",Islamabad,33.68485615,72.98793695,585.25
142,142,26176.0,islamabad,n6zd,Biryani Ghar,biryani-ghar-home-chef,3.0,Voucher: EF75,"[{'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",4.1,1075.0,[],False,False,,,,,,,['pakistani'],"[{'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,142,https://www.foodpanda.pk/restaurant/n6zd/biryani-ghar-home-chef,"House No#820, Street 51,Sector G-11/2, Islamabad",Islamabad,33.671085999999995,72.98706800000001,265.33
143,143,960.0,islamabad,s9rd,Ha' pi',ha-pi,3.0,Food Fest Deals,"[{'code': 'DEAL', 'text': 'Food Fest Deals'}, {'code': 'FREETEXT', 'text': 'Top Packaging'}]",4.1,1759.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'chinese', 'seafood', 'asian']","[{'id': 221, 'name': 'Bumper deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 113, 'name': 'Prawns', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",74.0,Chinese,chinese,True,,,,143,https://www.foodpanda.pk/restaurant/s9rd/ha-pi,Liberty square plaza f-11 markaz isb,Islamabad,33.68407822,72.98625946,656.69
144,144,56998.0,islamabad,wzje,Mandarin Express,mandarin-express,3.0,Discount 55% OFF,"[{'code': 'DEAL', 'text': 'Discount 55% OFF'}]",3.7,29.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'chinese', 'asian']","[{'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}]",75.0,Asian,asian,True,,,,144,https://www.foodpanda.pk/restaurant/wzje/mandarin-express,"Plot No.2-D, Shop No. 1, 1st Floor,  Ali Market,  Sector F-11/1, Islamabad",Islamabad,33.677472200000004,72.9863056,393.04
145,145,36235.0,islamabad,w4dc,Royal Galaxy Cafe & Restaurant,royal-galaxy-cafe,3.0,,[],4.2,966.0,[],False,False,,Royal Galaxy Cafe & Restaurant,royal-galaxy-cafe-and-restaurant,,cr2yf,utqb,['pakistani'],"[{'id': 89, 'name': 'Snacks-Street Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 221, 'name': 'Bumper deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 226, 'name': 'Corporate Exclusives - April', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,145,https://www.foodpanda.pk/restaurant/w4dc/royal-galaxy-cafe,Taha Arcade Near Tooba Masjid E-11/3 Markaz Islamabad,Islamabad,33.704174200000004,72.9796968,309.79
146,146,53913.0,islamabad,h0nl,Zara's Kitchen,zaras-kitchen,2.0,FLAT 20% OFF,"[{'code': 'DEAL', 'text': 'FLAT 20% OFF'}, {'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",4.4,487.0,[],False,False,,,,,,,['pakistani'],"[{'id': 216, 'name': 'Garma garam nashta', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,146,https://www.foodpanda.pk/restaurant/h0nl/zaras-kitchen,"Near I.M.C.G Golra street no#05,House no#02 E-11/4 Islamabad",Islamabad,33.69514805,72.97795065,132.86
147,147,53001.0,islamabad,e1sq,Mehria Murgh Pulao,mehria-murgh-pulao,3.0,Top Rated,"[{'code': 'FREETEXT', 'text': 'Top Rated'}]",4.5,973.0,[],False,False,,Mehria Murgh Pulao,mehria-murgh-pulao,,cn6ot,k38t,['asian'],"[{'id': 176, 'name': 'Pulao', 'is_halal': False, 'is_vegetarian': False}, {'id': 68, 'name': 'Fried Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 146, 'name': 'Kabab', 'is_halal': False, 'is_vegetarian': False}, {'id': 223, 'name': 'Coke deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 85, 'name': 'Salad', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",75.0,Asian,asian,True,,,,147,https://www.foodpanda.pk/restaurant/e1sq/mehria-murgh-pulao,Mehria Murgh Pulao G-11 Markaz Islamabad,Islamabad,33.6686389,72.9982222,229.0
148,148,25577.0,islamabad,n9un,Hot Gear,hot-gear,2.0,,[],3.5,77.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'pakistani', 'burgers']","[{'id': 110, 'name': 'Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 65, 'name': 'Fast Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,148,https://www.foodpanda.pk/restaurant/n9un/hot-gear,G11 Markaz at front of D.WATSON G11 Markaz at front of D.WATSON Islamabad,Islamabad,33.6703424,72.9997117,445.85
149,149,50999.0,islamabad,z5re,M.Y.O.M,m-y-o-m,3.0,Flat 20% OFF,"[{'code': 'DEAL', 'text': 'Flat 20% OFF'}, {'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",3.8,55.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'asian', 'burgers']","[{'id': 110, 'name': 'Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 141, 'name': 'Home Cooked', 'is_halal': False, 'is_vegetarian': False}]",75.0,Asian,asian,True,,,,149,https://www.foodpanda.pk/restaurant/z5re/m-y-o-m,"H # 21, ST # 77, E-11/2, Islamabad",Islamabad,33.7001502,72.9678728,449.73
150,150,4802.0,islamabad,s9ky,Rewayat,rewayat,3.0,Flat 18% OFF,"[{'code': 'DEAL', 'text': 'Flat 18% OFF'}, {'code': 'FEAT', 'text': 'NEXTGEN_FEATURED_TAG'}, {'code': 'FREETEXT', 'text': 'Fast Delivery'}]",4.2,6504.0,[],True,False,,,,,,,"['non-alcoholic-drinks', 'seafood', 'pakistani']","[{'id': 67, 'name': 'Fish', 'is_halal': False, 'is_vegetarian': False}, {'id': 221, 'name': 'Bumper deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 85, 'name': 'Salad', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,150,https://www.foodpanda.pk/restaurant/s9ky/rewayat,"Shop no. 16, 17, Ground Floor, Al Hameed Shopping Mall, G-11 Markaz, Islamabad",Islamabad,33.66985321,72.99958038,1316.01
151,151,67766.0,islamabad,jtcd,Food Mania,food-mania-jtcd,1.0,FLAT 25% OFF,"[{'code': 'DEAL', 'text': 'FLAT 25% OFF'}]",4.0,90.0,[],False,False,,,,,,,['pakistani'],"[{'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,151,https://www.foodpanda.pk/restaurant/jtcd/food-mania-jtcd,"Zahid market, Near Mosque loharawali, E-11/4",Islamabad,33.6969054,72.97919615,122.66
152,152,65921.0,islamabad,o00a,Three Cooks,three-cooks,1.0,FLAT 30% OFF,"[{'code': 'DEAL', 'text': 'FLAT 30% OFF'}, {'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",4.7,22.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'desserts']","[{'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}]",84.0,Desserts,desserts,True,,,,152,https://www.foodpanda.pk/restaurant/o00a/three-cooks,"House 1418 street 85, D12/1 , near dhanyal autos",Islamabad,33.694203200000004,72.94427259999999,325.71
153,153,33788.0,islamabad,v8ku,Basar's Kitchen,basar-s-kitchen-home-chef,2.0,Rs.99 Deal,"[{'code': 'DEAL', 'text': 'Rs.99 Deal'}, {'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",3.8,186.0,[],False,False,,,,,,,"['desserts', 'pakistani', 'vegetarian']","[{'id': 89, 'name': 'Snacks-Street Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}, {'id': 147, 'name': 'Biryani', 'is_halal': False, 'is_vegetarian': False}, {'id': 216, 'name': 'Garma garam nashta', 'is_halal': False, 'is_vegetarian': False}, {'id': 80, 'name': 'Pasta', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 63, 'name': 'Curry', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,153,https://www.foodpanda.pk/restaurant/v8ku/basar-s-kitchen-home-chef,"House No 163, Street No 77 High Street, E-11/2, Islamabad",Islamabad,33.701535,72.970336,169.82
154,154,45314.0,islamabad,g2uh,The Hotdog Station,the-hotdog-station,3.0,FLAT 10% OFF,"[{'code': 'DEAL', 'text': 'FLAT 10% OFF'}, {'code': 'FREETEXT', 'text': 'Voucher: EF75'}]",4.1,99.0,[],False,False,,The Hotdog Station,the-hotdog-station,,cu6mg,l36l,"['pakistani', 'korean', 'fast-food', 'desserts', 'american', 'non-alcoholic-drinks', 'chinese', 'mexican']","[{'id': 146, 'name': 'Kabab', 'is_halal': False, 'is_vegetarian': False}, {'id': 62, 'name': 'Cupcakes', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,154,https://www.foodpanda.pk/restaurant/g2uh/the-hotdog-station,"Executive Suites, F-11/1, Hilal Road, Apartment no B-6, Islamabad",Islamabad,33.68210489,72.99109341,375.55
155,155,5895.0,islamabad,s2ov,Chattha's,chattha-s,3.0,Flat 15% OFF,"[{'code': 'DEAL', 'text': 'Flat 15% OFF'}, {'code': 'FREETEXT', 'text': 'Top Rated'}]",4.3,5636.0,[],False,False,,,,,,,['pakistani'],"[{'id': 221, 'name': 'Bumper deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,155,https://www.foodpanda.pk/restaurant/s2ov/chattha-s,"Plot # 1N, Street 14 Tariq Market, F-10/2",Islamabad,33.69088,72.999558,875.78
156,156,54039.0,islamabad,g9dz,Basil Square,basil-square,3.0,,[],4.2,55.0,[],False,False,,,,,,,['pizza'],"[{'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",73.0,Pizza,pizza,True,,,,156,https://www.foodpanda.pk/restaurant/g9dz/basil-square,"207, Street No. 92, Sector G-11/3, Islamabad",Islamabad,33.676087700000004,72.99751429999999,375.0
157,157,68600.0,islamabad,r3y8,Burgatory,burgatory-r3y8,1.0,FLAT 30%  OFF,"[{'code': 'DEAL', 'text': 'FLAT 30%  OFF'}, {'code': 'NEW', 'text': 'NEXTGEN_NEW_TAG'}]",4.6,3.0,[],False,False,,,,,,,"['fast-food', 'burgers']",[],86.0,Fast Food,fast-food,True,,,,157,https://www.foodpanda.pk/restaurant/r3y8/burgatory-r3y8,D-12/2  Street 49 House 83,Islamabad,33.7036967,72.9433202,197.63
158,158,56972.0,islamabad,s05x,Wallayati Roti,wallayati-roti,1.0,,[],3.9,166.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'burgers', 'american']","[{'id': 99, 'name': 'Wraps', 'is_halal': False, 'is_vegetarian': False}, {'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 221, 'name': 'Bumper deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 145, 'name': 'Shakes', 'is_halal': False, 'is_vegetarian': False}, {'id': 148, 'name': 'Chips', 'is_halal': False, 'is_vegetarian': False}, {'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 119, 'name': 'Roll Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",87.0,American,american,True,,,,158,https://www.foodpanda.pk/restaurant/s05x/wallayati-roti,"Shop No. 24, Sultan Khan Plaza, Gulshan-e-Khudadad, Sector E-11, Islamabad",Islamabad,33.6903255,72.9795901,154.62
159,159,52826.0,islamabad,h9uo,Jeekas Wok And Grill,jeekas-wok-and-grill,1.0,,[],4.2,58.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'chinese', 'burgers']","[{'id': 110, 'name': 'Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 121, 'name': 'Tandoor', 'is_halal': False, 'is_vegetarian': False}, {'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}, {'id': 116, 'name': 'Coffee', 'is_halal': False, 'is_vegetarian': False}, {'id': 90, 'name': 'Soup', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 108, 'name': 'Juices', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 85, 'name': 'Salad', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",74.0,Chinese,chinese,True,,,,159,https://www.foodpanda.pk/restaurant/h9uo/jeekas-wok-and-grill,"Mj's Plaza  Tariq Market, F-10/2 Islamabad",Islamabad,33.69070873,72.9999202,372.5
160,160,66108.0,islamabad,qm1f,Desi Baithak,desi-baithak,2.0,Promoted,"[{'code': 'FREETEXT', 'text': 'Promoted'}]",4.1,54.0,[],False,False,,,,,,,['pakistani'],"[{'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 222, 'name': 'Ramadan deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}, {'id': 229, 'name': 'Festive Deals', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,160,https://www.foodpanda.pk/restaurant/qm1f/desi-baithak,"Basement hall, wilayat market, Street # 169, Sector G13/3 Islamabad",Islamabad,33.65709329999999,72.96729300000001,387.0
161,161,37757.0,islamabad,w9po,Hot N Spicy Restaurant,hot-n-spicy-restaurant-vendor,3.0,,[],3.9,592.0,[],False,False,,,,,,,"['non-alcoholic-drinks', 'pakistani', 'burgers']","[{'id': 56, 'name': 'BBQ', 'is_halal': False, 'is_vegetarian': False}, {'id': 89, 'name': 'Snacks-Street Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 58, 'name': 'Chicken', 'is_halal': False, 'is_vegetarian': False}, {'id': 114, 'name': 'Karahi', 'is_halal': False, 'is_vegetarian': False}, {'id': 148, 'name': 'Chips', 'is_halal': False, 'is_vegetarian': False}, {'id': 227, 'name': 'Ramadan Takeaway', 'is_halal': False, 'is_vegetarian': False}, {'id': 119, 'name': 'Roll Paratha', 'is_halal': False, 'is_vegetarian': False}, {'id': 84, 'name': 'Rice', 'is_halal': False, 'is_vegetarian': False}, {'id': 65, 'name': 'Fast Food', 'is_halal': False, 'is_vegetarian': False}, {'id': 230, 'name': 'Takeaway Eid', 'is_halal': False, 'is_vegetarian': False}]",139.0,Pakistani,pakistani,True,,,,161,https://www.foodpanda.pk/restaurant/w9po/hot-n-spicy-restaurant-vendor,"Shop no. 19-20, Askan Center, E-11/3 Markaz",Islamabad,33.699354,72.974248,839.62
